Name,Type,km/s,MB,Diam kpc,SGX,SGY,SGZ,Log Lum
N 4136,5,606,-1.76,11.3,0.9,9.4,-0.3,9.48
N 4138,-2,1091,2.83,13.9,5.7,17.2,0.9,9.73
N 4142,6,1257,5.86,12.3,10.1,19.6,2.3,9.48
N 4143,-2,831,2.47,14.4,4.7,15.4,0.7,9.81
N 4145,7,1048,1.68,32.6,5.2,20,0.6,10.28
N 4144,6,331,3.81,5.7,1.5,3.8,0.3,8.94
1207-29,5,1907,-17.23,33.5,-23.1,17.2,-8.9,10.55
N 4150,-2,235,-1.34,5.7,1,8.6,-0.3,9.18
N 4151,2,1022,1.61,36.2,5,19.7,0.6,10.38
U 7164,9,2288,11.11,17.8,23.1,23.9,6.5,0
N 4152,5,2086,-5.93,22.2,-4.8,34,-3.6,10.33
U 7170,5,2382,-5.05,22.1,-3.5,37.5,-3.3,9.67
U 7168,13,2344,11.08,10.1,23.5,24.4,6.6,9.27
N 4156,3,759,1.69,6.8,3.9,15,0.5,9
U 7175,9,1202,1.8,10.7,5.7,22.2,0.7,9.19
U 7178,10,1205,-10.02,11.1,-9.2,23.2,-4.4,0
N 4158,0,2480,-4.51,19.3,-2.7,38.7,-3.1,10.33
N 4157,3,854,5.27,24.3,6.8,14.7,1.5,10.25
1209+16,13,2400,-5.56,0,-5,37.5,-3.7,9.83
N 4162,4,2454,-3.1,24.7,-0.2,38.4,-2.1,10.57
N 4163,10,188,0.86,1.3,0.4,2.1,0,7.64
N 4168,-5,2342,-6.44,14.7,-3.5,18.6,-2.1,9.76
U 7207,10,1077,1.17,13.3,4.4,21.2,0.4,0
N 4173,7,1113,-1.36,9.3,0.8,9.9,-0.3,9.2
U 7209,4,2144,-6.7,11.3,-3.8,18.2,-2.2,9.4
N 4178,8,285,-7.03,19.6,-3.5,15.1,-1.9,10.1
N 4179,-2,1144,-9.78,22.9,-9.1,22.3,-4.1,10.26
1210-20,10,1340,-15,10.5,-16.1,16.7,-6.2,0
U 7218,10,882,6.09,6.5,7.3,14.7,1.8,8.89
N 4183,6,987,3.48,17.9,5.4,16.4,1,9.73
N 4192,2,-220,-5.58,32.4,-2.4,14.6,-1.4,10.62
N 4190,10,255,1.31,1.6,0.6,2.7,0.1,7.81
N 4189,6,2039,-6.02,12.3,-3.4,18.1,-1.9,9.68
U 7239,10,1126,-7.62,17.4,-6.9,23.7,-3.2,9.46
N 4194,-2,2629,6.95,26.3,18.5,34.2,4.7,10.2
U 7249,10,541,-6,5.9,-3.1,15.6,-1.7,8.84
1212-35,5,2445,-17.1,29.8,-30.1,17.7,-10.7,0
U 7257,9,967,1.34,8.8,3.7,19.8,0.5,9.24
N 4203,-2,1094,0.49,9.6,1.4,9.8,0.1,9.54
N 4204,8,810,-3.45,10.1,-0.5,7.9,-0.5,8.9
N 4206,4,616,-5.8,18.2,-3.1,15.8,-1.6,9.81
1212+06,-5,1844,-7.92,5.1,-10.7,32.5,-4.8,9.28
U 7267,9,561,6.18,3.9,3.3,7,0.8,8.38
U 7271,7,599,3.77,4.2,2.3,7.1,0.5,8.38
N 4212,4,-163,-5.44,13.7,-2.7,14.5,-1.4,10.02
N 4214,10,309,1.57,9.5,0.7,3.4,0.1,9.22
U 7279,9,1883,-6.38,7.8,-4.2,17.7,-2,9
N 4217,3,1098,4.95,19.9,6.5,16.8,1.6,10.13
N 4218,-2,1462,5.27,7.4,9.5,23.4,2.3,9.72
N 4215,-2,1980,-7.59,15.4,-10.5,32.9,-4.6,10.04
N 4216,3,55,-5.6,28,-2.9,14.8,-1.5,10.58
N 4220,-2,1052,5.26,16.9,6.6,16.4,1.6,9.77
1213-11,10,985,-12.26,6.6,-11.6,16.4,-4.4,0
N 4219,4,1739,-17.62,28.5,-23.9,9.8,-8.2,10.62
N 4224,1,2543,-7.14,17.4,-10.2,34,-4.4,10.22
U 7300,10,1202,-0.62,5.1,0.7,10,-0.1,0
N 4236,8,163,11.35,10.3,1.5,1.6,0.4,9.1
N 4235,1,2487,-7.08,28.7,-10.3,33.8,-4.4,10.49
N 4233,-2,2117,-6.95,22.5,-9.9,33.4,-4.3,10.05
N 4234,10,1952,-8.08,12.5,-11.3,30.6,-4.6,9.84
1214-11,10,1098,-12.1,6.5,-12.5,17.6,-4.6,0
U 7307,10,1091,-6.25,9.8,-4.1,16.3,-1.8,0
N 4237,5,871,-4.64,10.3,-2.6,16.3,-1.3,9.74
N 4242,8,580,4.77,10.5,2.5,7.1,0.6,9.36
U 7321,6,362,-2.36,4,-0.2,3.8,-0.2,8.11
N 4244,6,276,2.39,10,0.6,3,0.1,9.23
N 4245,0,881,-0.14,9.3,0.7,9.7,0,9.29
N 4248,13,556,5.39,5.5,2.7,6.8,0.7,8.64
U 7332,10,805,-8.79,10.8,-6.9,15.9,-2.7,9.12
N 4251,-2,999,-0.48,9.9,0.6,9.8,-0.1,9.55
1215-79,6,185,-17.03,2.2,-2.9,-0.8,-0.9,0
N 4254,5,2323,-4.54,24.5,-3.3,18.7,-1.5,10.53
N 4256,3,2680,10.65,34.3,24.3,29.7,7.2,10.7
U 7352,8,2363,-6.14,9.3,-5.1,18.3,-2,9.08
N 4258,4,521,5.53,28.2,2.4,6.3,0.7,10.43
U 7354,-5,1461,-7.55,2.6,-5,13.6,-1.9,8.8
1216+14,13,-314,-4.62,0,-2.7,14.3,-1.2,0
N 4260,1,1734,-6.87,20.5,-10.7,32.5,-4.1,10.31
N 4261,-5,2089,-6.95,40,-11,33,-4.3,10.76
N 4262,-2,1290,-4.25,10.3,-2.9,17,-1.3,9.72
N 4267,-2,1177,-4.82,13.7,-3.5,16.7,-1.4,9.96
N 4270,-2,2233,-6.93,17.4,-11.3,33.2,-4.2,10.04
N 4273,5,2234,-6.94,23.6,-11.3,33.1,-4.3,10.42
N 4275,12,2307,-0.27,10.7,1.5,36.7,-0.2,9.96
N 4274,2,914,0.33,15.6,0.7,9.7,0.1,9.88
N 4278,-5,642,0.28,10.8,0.7,9.4,0,9.72
1217+12,13,187,-4.86,0,-3.3,15,-1.3,0
N 4281,-2,2488,-6.83,27.7,-11.5,33.6,-4.2,10.4
N 4283,-5,1124,0.33,3.4,0.7,9.9,0,9
N 4291,-5,1968,12.99,18,21.5,18.9,6.6,10.28
N 4288,7,602,5.52,6.1,2.7,7.5,0.8,8.76
N 4290,3,2885,8.85,28.3,21.8,35.5,6.5,10.48
N 4293,0,824,-2.8,26.8,-1.9,16.9,-0.8,10.21
U 7408,10,530,5.47,4.7,2.2,6.3,0.6,8.54
N 4294,6,327,-4.83,11.8,-3.5,15.2,-1.3,9.79
N 4298,5,1044,-3.87,12.8,-3,16.6,-1.1,9.93
N 4302,5,1044,-3.82,16.7,-3,16.6,-1.1,9.93
N 4299,7,150,-4.73,8.8,-3.5,14.9,-1.3,9.51
N 4303,4,1464,-6.71,26.2,-5.1,14.2,-1.8,10.48
N 4308,-5,602,0.88,2.8,0.7,9.4,0.1,8.52
N 4307,1,1207,-5.36,11.8,-4.6,16.4,-1.6,9.64
N 4304,3,2395,-15.29,38.9,-29.4,18.6,-9.5,10.32
N 4319,2,1868,13.07,23.9,20.6,18.2,6.4,10.29
N 4310,-2,893,0.73,6.2,0.6,9.6,0.1,9.04
N 4314,1,878,0.98,12.2,0.7,9.7,0.2,9.65
1220+12,13,-40,-4.33,0,-3.3,14.7,-1.1,0
N 4318,-5,-300,-5.46,4.4,-4.1,14,-1.4,9.04
N 4331,10,1756,13.29,14,19.7,16.8,6.1,9.52
N 4321,4,1522,-3.18,29.4,-2.8,17.4,-1,10.64
N 4324,-2,1582,-6.2,26.6,-11.2,32.1,-3.7,10.24
1220-13,10,974,-11.21,7.5,-11.9,15.2,-3.8,0
N 4339,-5,1169,-5.87,17.9,-8,24,-2.6,10.06
1221-34,5,2487,-15.17,25.9,-30.6,18.5,-9.7,10.65
N 4346,-2,922,6.17,14.4,5.9,15.6,1.8,9.77
N 4342,-2,609,-5.57,5.9,-4.8,15.3,-1.6,9.23
N 4340,-2,790,-2.76,13.7,-2.4,16.3,-0.8,9.86
U 7470,9,-517,-3.98,9.3,-3,14,-1,9.2
N 4348,3,2055,-8.42,24.7,-15.5,29.6,-4.9,10.49
N 4350,-2,1120,-2.7,13.7,-2.5,16.8,-0.8,9.9
N 4351,2,2214,-3.99,8.8,-4.1,18.3,-1.3,9.58
U 7477,13,657,-5.58,5.7,-6.7,20.6,-2.1,9.23
N 4359,5,1256,1.77,7.6,1,10,0.3,9.16
1221+00,10,1928,-7.25,11.4,-13.1,29.5,-4.1,0
1221+04,-2,829,-6.23,5.3,-7.8,21.1,-2.5,8.94
N 4365,-5,1073,-5.31,30.4,-5,16.1,-1.6,10.4
1222+67,13,926,11.55,3.3,10.3,11.9,3.2,8.45
N 4369,1,1091,4.19,15.1,5,21,1.6,10.14
U 7490,9,636,12.2,12,7.5,7.9,2.3,9.04
N 4386,-5,1866,13.28,23,20.6,18,6.5,10.17
N 4371,-2,897,-3.93,21.1,-3.8,16.1,-1.1,9.91
N 4374,-5,854,-3.56,31.4,-3.4,16.2,-1,10.57
N 4378,1,2447,-5.8,31.8,-11.9,33.4,-3.6,10.4
N 4377,-2,1265,-2.97,7.8,-3.1,16.9,-0.9,9.61
N 4379,-5,971,-2.72,8.8,-2.7,16.5,-0.8,9.66
N 4380,2,872,-4.33,14.7,-4.2,16,-1.3,9.76
N 4384,1,2417,8.48,15,16.9,32,5.4,10.04
N 4382,-2,717,-1.91,35.3,-2,16.2,-0.5,10.64
N 4383,-2,1545,-2.42,8.8,-2.7,17.5,-0.7,9.64
N 4389,6,786,6.15,11.9,5.2,14.8,1.7,9.69
N 4385,1,2011,-6.88,16.6,-13.5,30.4,-4,10.1
U 7513,5,898,-5.03,11.3,-5,15.8,-1.5,9.24
U 7512,10,1379,-6.45,4.4,-5.7,13.9,-1.7,8.63
N 4387,-5,432,-3.42,7.4,-3.3,15.5,-0.9,9.52
1223+15,13,392,-2.78,0,-2.8,15.5,-0.8,0
N 4393,7,741,0.95,9.3,0.4,9.5,0.1,9.2
N 4388,3,2527,-3.44,22.1,-4.1,18.8,-1.2,10.16
N 4394,3,889,-1.79,16.7,-2,16.5,-0.5,9.99
N 4395,9,332,2.73,14,0.5,3.6,0.2,9.05
N 4406,-5,-419,-3.27,44.6,-3,14.1,-0.8,10.65
1223+48,13,367,7.03,1.2,1.7,4.3,0.6,7.74
U 7534,10,845,9.58,13.1,7.7,12.6,2.5,9.02
N 4411,7,1186,-4.37,11.3,-4.7,16.4,-1.3,9.23
N 4413,3,14,-3.29,11.3,-3.2,14.8,-0.9,9.52
N 4414,5,723,2.17,11.6,0.9,9.5,0.4,9.84
N 4412,4,2185,-5.73,16.6,-12.5,33.1,-3.5,10.09
N 4417,-2,733,-4.12,14.7,-4.3,15.7,-1.2,9.84
U 7547,10,1016,-3.52,7.8,-3.9,16.3,-1,8.68
U 7546,7,1170,-4.3,14.7,-4.7,16.4,-1.3,9.44
N 4419,1,-342,-2.49,11.8,-2.5,14.3,-0.6,10.08
N 4420,5,1557,-6.07,7.7,-5.2,12.8,-1.4,9.48
N 4421,1,1625,-2.35,11.3,-3,17.6,-0.7,9.72
N 4423,9,984,-5.08,10.7,-7.5,21.7,-2,9.48
U 7559,10,252,4.01,3.2,0.5,2.7,0.2,7.45
U 7563,10,2271,-2.19,9.3,-3.1,18.7,-0.7,9.08
U 7557,9,833,-4.66,14.7,-5,15.7,-1.3,9.36
N 4424,2,366,-4.04,14.7,-4.2,15.1,-1.1,9.84
N 4425,-2,1804,-3.09,11.3,-3.9,17.7,-1,9.57
N 4428,5,2874,-8.78,19,-23,36.1,-6.6,10.5
N 4429,-2,1028,-3.51,23.1,-4,16.3,-1,10.22
1225-39,-5,2730,-15.07,30.3,-34.6,17,-10.4,10.68
N 4433,4,2755,-8.76,20.7,-22.3,34.8,-6.4,10.52
N 4435,-2,792,-2.9,15.7,-3.4,16.1,-0.8,10
U 7577,10,254,5.9,3.4,0.9,2.9,0.3,8.04
N 4438,0,182,-2.87,35.3,-3.2,15.1,-0.8,10.34
N 4442,-2,489,-3.75,17.7,-4.2,15.3,-1,10.13
N 4448,2,686,1.79,9.1,0.5,9.5,0.3,9.56
N 4449,10,262,6.17,4.5,0.9,2.9,0.3,9.26
N 4444,3,2666,-15.42,38.5,-34.6,14.1,-10.3,0
N 4450,2,1899,-1.53,23.1,-2.6,18.1,-0.5,10.34
U 7599,9,312,4.3,1.8,0.7,3.4,0.3,7.4
N 4451,-2,600,-3.76,7.4,-4.4,15.5,-1.1,9.32
N 4452,-2,130,-3.02,10.3,-3.5,14.9,-0.8,9.4
U 7605,10,329,3.91,1.7,0.6,3.6,0.3,7.4
N 4455,7,611,0.18,4,-0.3,6.2,0,8.77
N 4454,1,2220,-6.82,25,-15.9,31.7,-4.2,10.14
U 7608,10,601,6.02,8,2.2,7.2,0.8,8.48
N 4457,0,752,-5.29,15.8,-6.3,16.1,-1.6,10.01
N 4458,-5,308,-2.55,8.3,-3.2,15.3,-0.7,9.53
N 4460,-2,624,6.48,8.3,2.5,7.6,0.9,9.08
U 7612,9,1452,-5.5,8.1,-5.5,13.4,-1.4,8.92
N 4459,-2,1039,-2.32,19.6,-3.3,16.5,-0.7,10.14
N 4461,-2,1811,-2.54,13.7,-3.8,17.7,-0.8,9.88
N 4462,2,1658,-11.85,24.3,-20,18.3,-5.7,10.4
N 4464,-5,1102,-3.91,4.9,-4.9,16.2,-1.2,9.2
N 4469,0,404,-3.72,12.3,-4.4,15.1,-1,9.68
N 4467,-5,1377,-3.91,2.9,-5.1,16.6,-1.2,8.48
N 4472,-5,847,-3.86,54,-4.8,15.8,-1.1,10.92
N 4473,-5,2205,-2.29,21.6,-3.9,18.4,-0.8,10.27
N 4474,-2,1455,-2.08,10.8,-3.4,17.2,-0.6,9.64
N 4476,-2,1899,-2.55,8.3,-4.1,17.8,-0.8,9.42
N 4477,-2,1190,-2.18,18.2,-3.5,16.7,-0.7,10.14
U 7639,10,462,7.37,5.1,2.1,5.4,0.7,8.32
N 4478,-5,1403,-2.49,9.3,-3.9,17,-0.8,9.82
N 4479,-2,749,-2.13,8.3,-3.3,16,-0.6,9.3
1228+124,-5,1408,-2.39,3.4,-3.9,17,-0.7,8.94
N 4483,-2,903,-3.35,7.4,-4.6,15.9,-1,9.36
N 4485,10,724,5.94,5.7,2.4,8.9,1,9.25
N 4486,-5,1181,-2.35,45.1,-3.8,16.7,-0.7,10.85
1228+121,13,1171,-2.45,0,-3.9,16.6,-0.7,0
N 4490,7,629,5.94,10.9,2,7.5,0.8,10.01
N 4487,6,878,-7.92,20.9,-10.7,16.5,-2.8,10.27
N 4492,1,1639,-3.53,10.3,-5.2,17,-1.1,9.36
N 4494,-5,1289,1.62,14.2,0,9.7,0.2,9.88
U 7666,10,2489,-1.48,4.9,-3.5,19,-0.5,9
N 4496,9,1625,-4.54,13.4,-4.7,12.2,-1,9.8
1229+04,10,1659,-4.54,3.9,-4.8,12.5,-1.1,0
N 4498,7,1448,-0.89,14.2,-2.7,17.3,-0.3,9.76
1229-51,5,2376,-15.8,19.1,-32.3,7.7,-9.4,0
1229-02,13,2100,-6.39,5,-15.9,30.2,-3.8,0
N 4501,3,2217,-1.51,27,-3.6,18.5,-0.5,10.68
U 7673,10,639,2.87,5.4,0.6,9.4,0.4,0
N 4503,-2,1335,-2.39,14.7,-4.2,16.8,-0.7,9.84
N 4504,6,847,-7.47,17.6,-10.4,16.4,-2.5,10.17
U 7685,8,1405,-5.33,16.9,-6,13.1,-1.3,9.53
1230+09,-5,1200,-2.86,2.5,-4.7,16.4,-0.9,8.64
U 7690,10,598,6.53,4.8,2.1,7.2,0.9,8.74
N 4517,6,1004,-5.32,19.2,-4.1,8.9,-0.9,10.02
U 7698,10,343,3.57,6.7,0.3,3.7,0.2,8.13
U 7699,5,539,5.24,5.3,1.2,6.1,0.6,8.9
1230+11,3,27,-2.11,3.4,-3.7,14.7,-0.6,8.38
1230+13,13,300,-1.66,0,-3.4,15.2,-0.5,8.72
1230-04,8,1151,-6.49,12.6,-11.8,20.7,-2.7,0
N 4519,7,1136,-2.77,16.2,-4.9,16.3,-0.8,9.76
N 4522,4,2241,-2.61,14.7,-5.3,18.1,-0.9,9.72
N 4523,9,198,-0.87,11.8,-2.8,15.3,-0.2,8.91
N 4525,5,1134,3.41,7.4,0.7,9.9,0.6,9.2
N 4526,-2,354,-2.92,28.9,-4.8,14.9,-0.8,10.41
U 7719,8,728,5.82,4.2,1.9,8.6,0.9,8.29
N 4527,4,1614,-4.29,20.9,-5.2,12.4,-1,10.08
N 4534,8,830,4.92,11.2,1.5,9.6,0.8,9.29
N 4532,10,1909,-3.19,12.2,-5,14.6,-0.9,9.83
N 4535,5,1873,-2.71,30.4,-5.4,17.4,-0.9,10.43
N 4536,4,1748,-4.35,20.6,-5.2,12.2,-1,10.2
U 7739,10,1931,-3.15,6.7,-5,14.4,-0.8,8.67
N 4540,6,1224,-0.52,10.3,-3,16.9,-0.2,9.76
U 7737,10,598,-0.62,5.9,-2.9,15.8,-0.2,0
N 4545,6,2860,11.75,30.3,24.2,32.6,8.5,10.43
N 4546,-2,882,-5.72,16.2,-9.8,17.9,-2,10.32
N 4548,3,406,-0.68,24,-3.1,15.5,-0.2,10.3
1233-07,9,838,-6.77,19.8,-10.4,16.3,-2.3,0.64
N 4550,-2,274,-1.3,12.8,-3.6,15.1,-0.4,9.72
N 4551,-5,903,-1.27,8.3,-3.8,16.2,-0.4,9.54
N 4552,-5,165,-1.18,18.2,-3.5,15,-0.3,10.35
N 4562,6,1377,2.55,5.7,0,10.2,0.5,8.8
N 4559,6,810,3.22,27.2,0.2,9.6,0.6,10.22
N 4561,8,1430,0.84,5.7,-1.4,12.3,0.2,9.3
N 4565,3,1213,2.74,32.6,-0.1,10,0.5,10.33
N 4564,-5,942,-1.31,13.2,-4.1,16.2,-0.4,9.91
U 7774,7,574,6.53,5,1.6,6.6,0.8,8.42
N 4567,4,2139,-1.33,13.7,-4.7,18.1,-0.4,9.87
N 4568,4,2168,-1.34,21.6,-4.7,18.1,-0.4,10.12
U 7781,9,978,-2.6,14.2,-5.4,15.8,-0.8,9.36
U 7784,10,1055,-0.73,11.3,-3.7,16.5,-0.2,9.2
N 4569,2,-383,-0.73,38.3,-3.2,14.1,-0.2,10.7
N 4570,-2,1634,-2.36,14.2,-5.6,16.9,-0.7,9.96
N 4571,6,282,-0.42,17.7,-3.1,15.3,-0.1,9.94
N 4578,-2,2196,-1.57,14.2,-5.2,18.1,-0.5,9.74
N 4579,3,1729,-0.89,26,-4.3,17.5,-0.3,10.46
N 4580,4,1187,-2.66,17.9,-8.8,24,-1.2,9.97
N 4589,-5,2007,13.88,29.8,21.4,19.8,7.2,10.45
1235-35,5,2700,-12.36,13.9,-33.7,19.2,-8.5,10.28
N 4586,1,722,-2.81,14.8,-6.3,16.3,-0.9,9.86
1236+33,10,329,5.09,1.2,0.4,3.5,0.3,0
N 4592,8,954,-3.94,10.4,-4.2,8.6,-0.7,9.59
U 7822,10,1995,-1.56,5.9,-5.6,17.6,-0.5,8.99
N 4593,3,2560,-5.14,34.6,-20,33.9,-3.5,10.82
N 4594,1,962,-6.69,48.5,-11.9,15.9,-2.3,11.38
N 4596,-2,1939,-0.83,24,-5,17.7,-0.3,10.06
N 4595,5,601,0.58,7.8,-3,15.8,0.2,9.56
N 4597,9,904,-5.15,13.9,-8.7,14.5,-1.5,9.85
N 4605,5,279,12,5.6,2.2,3.2,0.8,9.16
N 4602,4,2417,-4.85,25.5,-19.2,32.6,-3.2,10.75
N 4603,5,2323,-12.8,50.1,-40.1,18,-10.1,10.96
N 4608,-2,1789,-0.54,16.2,-4.9,17.4,-0.2,9.81
N 4612,-2,1740,-1.24,14.2,-5.7,17.1,-0.4,9.48
N 4618,9,602,7.78,8.5,1.8,7,1,9.44
1239-40,5,2397,-12.57,23,-40.2,18.1,-9.8,0
N 4621,-5,340,0.07,27.5,-3.9,15.2,0,10.37
N 4625,9,667,7.87,3.8,2,7.9,1.1,8.87
N 4623,-2,1873,-1,9.3,-5.7,17.3,-0.3,9.32
U 7866,10,396,7.23,4.5,0.9,4.4,0.6,8.22
N 4631,7,631,5.75,21.8,0.7,6.8,0.7,10.24
N 4632,5,1572,-3.02,10.8,-6.2,12.8,-0.7,9.7
N 4630,9,587,-1.92,9.4,-6.6,16.6,-0.6,9.46
U 7872,10,2073,14.32,17,22.3,19.8,7.6,0
N 4635,7,944,2.5,12.4,-2.6,23.4,1,9.66
N 4638,-2,1006,0.2,11.3,-4.2,16.3,0.1,9.87
N 4636,-5,869,-2.19,29.8,-6.7,15.6,-0.6,10.46
N 4639,3,917,0.72,14.2,-3.7,16.2,0.2,9.83
N 4643,0,1233,-2.27,21.8,-10.3,23.5,-1,10.39
N 4647,5,1285,0.4,13.2,-4.3,16.7,0.1,9.93
N 4649,-5,1127,0.44,40.2,-4.3,16.5,0.1,10.74
N 4651,5,748,1.76,16.2,-2.8,16.1,0.5,10.22
N 4653,6,2506,-2.83,27.4,-17.3,35,-1.9,10.27
N 4654,6,978,0.91,21.6,-3.8,16.3,0.3,10.32
N 4645,-5,2412,-12.36,29.8,-40.6,17.4,-9.6,10.6
1241-05,9,1287,-4.15,23,-13.1,21.6,-1.8,9.92
N 4656,9,667,6.02,27.8,0.7,7.2,0.8,9.88
N 4650,0,2397,-12.14,51.5,-40.3,18.2,-9.5,0
U 7911,9,1066,-2.41,17.8,-10.1,21.2,-1.1,9.45
N 4658,5,2250,-5.19,17.7,-20.6,28.9,-3.2,10.54
1242-402,13,2238,-12.06,23,-40,18.1,-9.4,0
N 4660,-5,943,0.53,12.8,-4.3,16.1,0.2,9.91
1242+28,12,958,5.18,2.3,0.3,9.8,0.9,8.34
U 7916,10,640,6.68,5,0.9,7.1,0.8,0
1242-08,10,1225,-4.84,7.8,-13.7,19.8,-2,0
1242-403,2,2261,-11.99,12.2,-40,18,-9.3,0
N 4666,5,1395,-2.49,13.6,-6.2,12.6,-0.6,10.1
N 4665,0,678,-1.54,22,-6.9,16.5,-0.5,9.94
N 4670,0,1068,4.98,5.5,0.1,11,1,9.09
1243-05,10,1337,-3.88,24.9,-13.5,21.9,-1.7,0
1243-33,10,365,-10.48,4.6,-4.3,2.6,-0.9,0
1243+71,13,1228,14.09,2.9,13.6,14,4.9,8.84
U 7941,7,2445,13.18,32.8,21.4,28,8.3,10.03
1244+48,12,1214,10.23,4.5,7.8,20.3,3.9,0
U 7943,5,743,-0.37,12.1,-6,16.2,-0.1,9.23
N 4677,-2,2978,-11.81,19,-41.4,17.8,-9.5,10.23
1244+26,-5,870,5.15,1.8,0,8.9,0.8,8.25
U 7949,10,371,7.68,2.3,0.7,4.1,0.6,0
U 7950,10,612,11,4.7,3.6,8,1.7,8.1
N 4684,-2,1461,-2.6,17.6,-13.1,24,-1.2,10.03
1244-53,10,1622,-13.7,14.4,-23.6,4.5,-5.9,0
N 4687,13,724,7.49,2.5,1.2,8.2,1.1,8.4
N 4688,6,891,-0.55,20.5,-6.3,15.8,-0.2,9.5
N 4689,5,1715,2,18.2,-4,17.5,0.6,10.04
N 4691,3,989,-2.52,22.3,-11,19.6,-1,10.24
N 4694,-2,1121,1.37,14.7,-4.5,16.4,0.4,9.76
1245-45,10,2935,-12.24,15.9,-38.8,13.5,-8.9,0
N 4698,2,905,0.72,14.2,-5.1,15.8,0.2,10.22
N 4697,-5,1169,-3.11,45.7,-12.2,19.8,-1.3,10.85
N 4696,-5,2575,-11.41,46.1,-40.8,17.8,-9,11.01
N 4707,9,569,11.13,5.6,3.2,7.2,1.5,8.64
1246-04,10,1206,-2.94,12.9,-12.6,20.9,-1.3,0
N 4699,3,1358,-3.77,22.5,-14.5,21.1,-1.7,10.89
N 4700,7,1248,-4.46,15.4,-14.4,19.1,-1.9,10.31
N 4701,6,624,-0.47,19.8,-7.9,18.9,-0.2,9.72
1246-09,9,1164,-4.05,30.6,-13.6,18.8,-1.6,10.16
N 4710,-2,1076,2.82,18.2,-3.4,16.6,0.8,9.94
N 4713,7,560,0.24,14.6,-6.4,16.7,0.1,9.88
1247-41,-2,2449,-11.19,17.6,-40.8,17.5,-8.8,0
1247-10,8,2251,-3.99,33.4,-21.3,28.5,-2.5,0
N 4725,2,1199,5.71,36.2,-0.3,12.4,1.2,10.45
N 4750,2,1698,14.61,17.5,18.1,17.6,6.6,10.31
N 4731,6,1358,-2.69,40.1,-13.8,21.8,-1.2,10.66
N 4736,2,368,9.49,14.8,1,4.1,0.7,9.94
N 4730,-5,2034,-10.84,17.6,-40.2,17.6,-8.4,0
N 4742,-5,1168,-3.57,13.5,-13.8,18.7,-1.4,10.12
N 4747,5,1183,6.03,10.1,-0.3,12.3,1.3,9.31
N 4743,-2,2820,-10.8,19,-41.3,17.7,-8.5,0
1249-09,6,2108,-3.24,17.9,-19.8,27.6,-1.9,0
N 4754,-2,1393,2.4,18.6,-4.6,16.8,0.7,10.09
N 4753,13,1102,-0.96,17.2,-7,13.4,-0.3,10.21
1250-06,10,1398,-2.28,15.4,-14.1,22.2,-1,0
U 8011,10,747,5.15,10,-2,21.3,1.9,0
N 4758,3,1196,3.72,10.4,-3.1,15.9,1.1,9.45
N 4762,-2,874,2.52,29.4,-4.4,16,0.7,10.21
N 4765,1,687,0.78,9.3,-8,19.6,0.3,9.72
1250-04,10,1278,-1.73,8.1,-13.1,21.6,-0.8,0
N 4772,1,982,0.21,11.9,-6.7,14.9,0.1,9.7
N 4767,-5,2901,-10.16,31.2,-41,19,-8.1,10.64
N 4775,7,1426,-2.08,17.9,-14.4,22.3,-1,10.32
1251-11,10,667,-3.48,9.5,-10.6,13.5,-1.1,0.69
U 8024,10,380,6.87,2.8,0,4,0.5,7.84
N 4781,7,1113,-2.97,20.4,-13.4,18,-1.2,10.42
N 4793,5,2498,7.43,32.9,1,38.5,5,10.55
N 4810,10,779,0.68,5,-8.7,19.7,0.3,9.14
N 4790,5,1204,-2.78,11.7,-14,19,-1.1,10.02
N 4809,10,843,0.68,9.7,-9,20.3,0.3,9.24
U 8036,5,893,5.04,18.8,-3.2,22.7,2,9.88
N 4800,3,831,11.24,7.1,4.8,14.1,3,9.68
U 8041,7,1218,0.07,13.3,-6.3,12.7,0,9.58
1252-49,7,1888,-11.89,28.2,-26.9,7,-5.8,0
1252-44,10,1985,-10.97,15.8,-27.7,9.7,-5.7,0
1252-10,10,1171,-2.67,8.8,-13.8,18.6,-1.1,0
N 4814,3,2663,13.34,35.6,19.6,32.8,9.1,10.3
U 8053,8,621,1.28,10,-7.8,18.7,0.5,9.16
N 4808,6,668,1.36,12.8,-8,19.3,0.5,9.95
1253+34,10,766,9.09,5,1.9,15.2,2.5,0
1253-50,-5,2031,-11.73,22,-28.7,7.2,-6.1,10.47
N 4818,2,1012,-1.84,17,-12.3,17.6,-0.7,10.46
N 4826,2,394,6.12,8.4,-0.4,4.1,0.4,9.85
1254-03,10,1411,-0.6,12.5,-13.6,23,-0.3,0
U 8074,9,811,1.39,10.8,-8.9,19.8,0.5,9.11
1255-09,5,1341,-1.93,17.7,-14.8,20.4,-0.9,0
N 4835,5,1947,-10.73,31,-27.5,9.1,-5.5,10.61
N 4845,1,1124,1.13,16.4,-6.6,14.1,0.3,10.02
U 8084,8,2670,1.56,20.4,-16.7,37.5,1.1,9.67
U 8091,10,165,4.67,0.6,-0.4,1.7,0.1,6.84
1256-11,10,1153,-2.31,6.6,-14.1,17.7,-0.9,0
1256-49,10,1653,-11.18,13.4,-24.1,6.4,-4.9,0
N 4856,0,1087,-3.01,19.1,-13.9,15.9,-1.1,10.3
N 4861,9,885,9.7,18.2,2.1,17.5,3,9.74
